componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"PRATICA DE PESQUISA I","MAT0058","TURMA 3A","NÃO INFORMADO","Brejo Grande/SE","2023","2","02/10/2023","28/02/2024","VIVIANE DE JESUS LISBOA AQUINO","6M23","1",,"0","REGULAR",,"EXCLUIDA","A DISTÂNCIA"
"PRATICA DE PESQUISA I","MAT0058","TURMA 9A","NÃO INFORMADO","São Domingos/SE","2023","2","02/10/2023","28/02/2024","VIVIANE DE JESUS LISBOA AQUINO","6M23","5",,"0","REGULAR",,"EXCLUIDA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 1","NÃO INFORMADO","Arauá/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","4",,"4","REGULAR","20/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","3",,"3","REGULAR","27/02/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 4","NÃO INFORMADO","Estância/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","1",,"1","REGULAR","20/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","3",,"3","REGULAR","20/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 12","NÃO INFORMADO","Lagarto/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","1",,"1","REGULAR","27/02/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","5",,"5","REGULAR","27/02/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","2",,"3","REGULAR","20/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO NUMÉRICO I","MAT0096","TURMA 9","NÃO INFORMADO","São Domingos/SE","2023","2","02/10/2023","28/02/2024","DISSON SOARES DOS PRAZERES","7M23","4",,"4","REGULAR","20/03/2024","CONSOLIDADA","A DISTÂNCIA"
"TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO FINANCEIRA E ORÇAMENTÁRIA","ADM0199","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 4 - 007<br/>5 - 18:50h-20:30h SALA DE AULA - DID 6 - 104","2023","2","13/11/2023","12/04/2024","EDUARDO ALBERTO DA SILVA FARIAS","35N12","8","60","7","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 1","NÃO INFORMADO","Arauá/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","3",,"3","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","2",,"3","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","2",,"2","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","3",,"3","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","2",,"2","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE MATEMÁTICA II","MAT0112","TURMA 9","NÃO INFORMADO","São Domingos/SE","2023","2","02/10/2023","28/02/2024","MARTA ELID AMORIM MATEUS","6M23","4",,"5","REGULAR","28/02/2024","CONSOLIDADA","A DISTÂNCIA"
"ADMINISTRAÇÃO FINANCEIRA I","ADM0020","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 20:40h-22:20h SALA DE AULA - DID 4 - 108<br/>5 - 20:40h-22:20h SALA DE AULA - DID 5 - 017","2023","2","13/11/2023","12/04/2024","EDUARDO ALBERTO DA SILVA FARIAS","35N34","18","60","18","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"CÁLCULO I","MAT0064","TURMA 1","NÃO INFORMADO","Arauá/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","9",,"9","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","4",,"3","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 4","NÃO INFORMADO","Estância/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","8",,"8","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","5",,"5","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 12","NÃO INFORMADO","Lagarto/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","7",,"6","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","10",,"9","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","4",,"4","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"CÁLCULO I","MAT0064","TURMA 9","NÃO INFORMADO","São Domingos/SE","2023","2","02/10/2023","28/02/2024","JOSE ANDERSON VALENCA CARDOSO","7M23","8",,"9","REGULAR","22/03/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 1","NÃO INFORMADO","Arauá/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","2",,"2","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 4","NÃO INFORMADO","Estância/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","4",,"4","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","2",,"2","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 12","NÃO INFORMADO","Lagarto/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","3",,"3","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 14","NÃO INFORMADO","Nossa Senhora da Glória/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","1",,"2","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"QUIMICA INORGÂNICA I","QUI0147","TURMA 9","NÃO INFORMADO","São Domingos/SE","2023","2","02/10/2023","28/02/2024","ELIANA MIDORI SUSSUCHI","7M45","1",,"1","REGULAR","21/02/2024","CONSOLIDADA","A DISTÂNCIA"
"TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO","ADM0218","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h SALA DE AULA - DID 6 - 014<br/>5 - 09:00h-10:50h SALA DE AULA - DID 6 - 008","2023","2","13/11/2023","12/04/2024","FLORENCE CAVALCANTI HEBER PEDREIRA DE FREITAS","35M34","5","60","5","REGULAR","08/04/2024","CONSOLIDADA","PRESENCIAL"
"GENÉTICA BÁSICA","BIOL0096","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 1 - 002<br/>5 - 11:00h-12:50h SALA DE AULA - DID 1 - 003","2023","2","13/11/2023","12/04/2024","SILMARA DE MORAES PANTALEAO","35M56","40","40","39","REGULAR","18/04/2024","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM ADMINISTRAÇÃO","ADM0218","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 1 - 104<br/>5 - 13:00h-14:50h SALA DE AULA - DID 1 - 108","2023","2","13/11/2023","12/04/2024","FLORENCE CAVALCANTI HEBER PEDREIRA DE FREITAS","35T12","37","60","34","REGULAR","11/04/2024","CONSOLIDADA","PRESENCIAL"
"ADMINISTRAÇÃO DE MUSEUS E GESTÃO DE COLEÇÕES","MUSEO0150","TURMA 01","CAMPUS DE LARANJEIRAS","6 - 09:00h-12:50h SALA DE AULA - LAR 102","2023","2","13/11/2023","12/04/2024","ROMULO JOSE BENITO DE FREITAS GONZALES","6M3456","8","50","8","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"LINGUAGEM E COMUNICAÇÃO EM MUSEUS","MUSEO0149","TURMA 01","CAMPUS DE LARANJEIRAS","5 - 09:00h-12:50h SALA DE AULA - LAR 204","2023","2","13/11/2023","12/04/2024","ROMULO JOSE BENITO DE FREITAS GONZALES","5M3456","16","50","19","REGULAR","02/04/2024","CONSOLIDADA","PRESENCIAL"
"GESTÃO DE CUSTOS I","ADM0178","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h SALA DE AULA - DID 4 - 010<br/>4 - 17:00h-18:50h SALA DE AULA - DID 4 - 010","2023","2","13/11/2023","12/04/2024","GLESSIA SILVA DE LIMA","24T56","47","60","49","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"GESTÃO DE CUSTOS I","ADM0178","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 20:40h-22:20h SALA DE AULA - DID 4 - 003<br/>4 - 20:40h-22:20h SALA DE AULA - DID 4 - 001","2023","2","13/11/2023","12/04/2024","GLESSIA SILVA DE LIMA","24N34","50","60","51","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"PLANEJAMENTO E CONTROLE FINANCEIRO","ADM0181","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h SALA DE AULA - DID 1 - 110<br/>4 - 17:00h-18:50h SALA DE AULA - DID 1 - 110","2023","2","13/11/2023","12/04/2024","HUANG CHIEN EN","24T56","28","60","31","REGULAR","16/04/2024","CONSOLIDADA","PRESENCIAL"
"PLANEJAMENTO E CONTROLE FINANCEIRO","ADM0181","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 20:40h-22:20h SALA DE AULA - DID 3 - 018<br/>4 - 20:40h-22:20h SALA DE AULA - DID 6 - 017","2023","2","13/11/2023","12/04/2024","HUANG CHIEN EN","24N34","33","60","33","REGULAR","16/04/2024","CONSOLIDADA","PRESENCIAL"
"EMPREENDEDORISMO E GESTÃO DE PEQUENOS NEGÓCIOS","ADM0193","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 20:40h-22:20h SALA DE AULA - DID 3 - 006<br/>5 - 20:40h-22:20h SALA DE AULA - DID 3 - 006","2023","2","13/11/2023","12/04/2024","IRACEMA MACHADO DE ARAGAO","35N34","27","60","27","REGULAR","11/04/2024","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO À ADMINISTRAÇÃO","ADM0219","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-20:30h SALA DE AULA - DID 1 - 002<br/>4 - 18:50h-20:30h SALA DE AULA - DID 1 - 003","2023","2","13/11/2023","12/04/2024","JAIRO DE JESUS","24N12","40","60","41","REGULAR","16/04/2024","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 18","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2023","2","13/11/2023","12/04/2024","KLEBER BERGAMASKI","3M56","22","20","20","REGULAR","11/04/2024","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 19","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h DQI - LAB FISICO-QUIMICA - 008","2023","2","13/11/2023","12/04/2024","RENATO CANHA AMBROSIO","2M34","29","10","10","REGULAR","08/04/2024","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 20","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 11:00h-12:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2023","2","13/11/2023","12/04/2024","LUIZ PEREIRA DA COSTA","6M56","52","15","15","REGULAR","16/04/2024","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 21","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 11:00h-12:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2023","2","13/11/2023","12/04/2024","KLEBER BERGAMASKI","6M56","16","15","15","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL I","SSOCI0144","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","LILIADIA DA SILVA OLIVEIRA BARRETO","5N1234","12","9","9","REGULAR","17/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL I","SSOCI0144","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","RAFAEL JOÃO MENDONÇA DE ALBUQUERQUE","5N1234","5","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL I","SSOCI0144","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","CARLA ALESSANDRA DA SILVA NUNES","5N1234","10","9","10","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE ENSINO DA PRÁTICA I","SSOCI0141","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 6 - 108","2023","2","13/11/2023","12/04/2024","CATARINA NASCIMENTO DE OLIVEIRA","2N1234","9","9","9","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE ENSINO DA PRÁTICA I","SSOCI0141","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 3 - 014","2023","2","13/11/2023","12/04/2024","LILIADIA DA SILVA OLIVEIRA BARRETO","2N1234","12","9","9","REGULAR","17/04/2024","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE ENSINO DA PRÁTICA I","SSOCI0141","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","RAFAEL JOÃO MENDONÇA DE ALBUQUERQUE","2N1234","5","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL III","SSOCI0146","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","JETSON LOURENCO LOPES DA SILVA","3N1234","3","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL III","SSOCI0146","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","NOEMIA LIMA SILVA","3N1234","5","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL III","SSOCI0146","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","MILENA FERNANDES BARROSO","3N1234","3","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM SERVIÇO SOCIAL III","SSOCI0146","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","TATIANA FERREIRA DOS SANTOS","3N1234","4","9","0","REGULAR",,"EXCLUIDA","PRESENCIAL"
"FONÉTICA E FONOLOGIA","FONO0166","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 12:00h-13:50h SALA DE AULA - DID 4 - 010","2023","2","13/11/2023","12/04/2024","SUSANA DE CARVALHO","2M6  2T1","47","50","47","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"ANATOMOFISIOLOGIA DOS ÓRGÃOS FONOARTICULATÁRIOS E AUDIÇÃO","FONO0167","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h SALA DE AULA - DID 5 - 004<br/>5 - 09:00h-10:50h SALA DE AULA - DID 5 - 003","2023","2","13/11/2023","12/04/2024","CARLA PATRICIA HERNANDEZ ALVES RIBEIRO CESAR","35M34","51","50","50","REGULAR","09/04/2024","CONSOLIDADA","PRESENCIAL"
"SISTEMA SENSORIOMOTOR ORAL","FONO0105","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 5 - 017","2023","2","13/11/2023","12/04/2024","CARLA PATRICIA HERNANDEZ ALVES RIBEIRO CESAR","3M56","47","50","47","REGULAR","09/04/2024","CONSOLIDADA","PRESENCIAL"
"FONOAUDIOLOGIA, SAÚDE E SOCIEDADE","FONO0140","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 11:00h-12:50h SALA DE AULA - DID 5 - 006","2023","2","13/11/2023","12/04/2024","MARCUS VALERIUS DA SILVA PEIXOTO","5M56","49","50","51","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"CLÍNICA DA LINGUAGEM ORAL","FONO0124","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 1 - 013<br/>4 - 09:00h-10:50h SALA DE AULA - DID 1 - 013","2023","2","13/11/2023","12/04/2024","ROSANA CARLA DO NASCIMENTO GIVIGI","2M12 4M34","42","50","43","REGULAR","13/04/2024","CONSOLIDADA","PRESENCIAL"
"CLÍNICA DA FALA","FONO0111","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h SALA DE AULA - DID 1 - 003<br/>5 - 09:00h-10:50h SALA DE AULA - DID 1 - 007","2023","2","13/11/2023","12/04/2024","SUSANA DE CARVALHO","25M34","39","50","39","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"CLÍNICA DA VOZ","FONO0118","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 6 - 003<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 002","2023","2","13/11/2023","12/04/2024","EUGÊNIA HERMINIA DE AGUIAR OLIVEIRA","2M56 5M12","38","50","38","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"FONOAUDIOLOGIA NA SAÚDE DO TRABALHADOR","FONO0142","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 1 - 001<br/>4 - 11:00h-12:50h SALA DE AULA - DID 1 - 007","2023","2","13/11/2023","12/04/2024","TEREZA RAQUEL RIBEIRO DE SENA","3M12 4M56","39","50","39","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"AVALIAÇÃO AUDIOLÓGICA INFANTIL","FONO0172","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h SALA DE AULA - DID 6 - 004","2023","2","13/11/2023","12/04/2024","PRISCILA FELICIANO DE OLIVEIRA","3M3456","38","50","38","REGULAR","08/04/2024","CONSOLIDADA","PRESENCIAL"
"FONOAUDIOLOGIA, EDUCAÇÃO E SOCIEDADE","FONO0139","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-08:50h SALA DE AULA - DID 4 - 005","2023","2","13/11/2023","12/04/2024","ROSANA CARLA DO NASCIMENTO GIVIGI","4M12","47","50","47","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"FONOAUDIOLOGIA EDUCACIONAL DO SURDO","FONO0173","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-12:50h SALA DE AULA - DID 4 - 005","2023","2","13/11/2023","12/04/2024","BARBARA CRISTINA DA SILVA ROSA","6M3456","47","50","47","REGULAR","13/04/2024","CONSOLIDADA","PRESENCIAL"
"CLÍNICA DA LINGUAGEM DO ADULTO E DO IDOSO","FONO0176","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 4 - 006<br/>5 - 07:00h-08:50h SALA DE AULA - DID 1 - 007","2023","2","13/11/2023","12/04/2024","SUSANA DE CARVALHO","25M12","31","50","32","REGULAR","14/04/2024","CONSOLIDADA","PRESENCIAL"
"CLÍNICA DA LEITURA E DA ESCRITA","FONO0126","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-12:50h SALA DE AULA - DID 1 - 102","2023","2","13/11/2023","12/04/2024","ROSANA CARLA DO NASCIMENTO GIVIGI","2M3456","37","50","37","REGULAR","13/04/2024","CONSOLIDADA","PRESENCIAL"
"AUDIOLOGIA CLÍNICA II","FONO0132","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-10:50h SALA DE AULA - DID 1 - 110","2023","2","13/11/2023","12/04/2024","ALINE CABRAL DE OLIVEIRA BARRETO, CARLOS KAZUO TAGUCHI","4M1234","30","50","30","REGULAR","10/04/2024","CONSOLIDADA","PRESENCIAL"
"FONOAUDIOLOGIA EM SAÚDE COLETIVA","FONO0141","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-10:50h SALA DE AULA - DID 1 - 102","2023","2","13/11/2023","12/04/2024","MARCUS VALERIUS DA SILVA PEIXOTO","5M34","34","50","34","REGULAR","12/04/2024","CONSOLIDADA","PRESENCIAL"
"VOZ PROFISSIONAL","FONO0119","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 13:00h-16:50h SALA DE AULA - DID 6 - 003","2023","2","13/11/2023","12/04/2024","EUGÊNIA HERMINIA DE AGUIAR OLIVEIRA","2T1234","27","50","31","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"PRÁTICA CLÍNICA EM FONOAUDIOLOGIA II","FONO0148","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","ANDREA MONTEIRO CORREIA MEDEIROS, LIVIA MIRANDA DE OLIVEIRA","3M1234","13","9","9","REGULAR","09/04/2024","CONSOLIDADA","PRESENCIAL"
"PRÁTICA CLÍNICA EM FONOAUDIOLOGIA II","FONO0148","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","LIVIA MIRANDA DE OLIVEIRA, ANDREA MONTEIRO CORREIA MEDEIROS","3M1234","16","9","9","REGULAR","09/04/2024","CONSOLIDADA","PRESENCIAL"
"PRÁTICA CLÍNICA EM FONOAUDIOLOGIA II","FONO0148","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","EUGÊNIA HERMINIA DE AGUIAR OLIVEIRA, ANDREA MONTEIRO CORREIA MEDEIROS","4T2341","8","8","8","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"PRÁTICA CLÍNICA EM FONOAUDIOLOGIA II","FONO0148","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","EUGÊNIA HERMINIA DE AGUIAR OLIVEIRA, ANDREA MONTEIRO CORREIA MEDEIROS","4T1234","7","8","8","REGULAR","15/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO EM AUDIOLOGIA II","FONO0193","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","PRISCILA FELICIANO DE OLIVEIRA","2T1234","21","11","11","REGULAR","04/04/2024","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO EM AUDIOLOGIA II","FONO0193","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2023","2","13/11/2023","12/04/2024","ALINE CABRAL DE OLIVEIRA BARRETO","3T1234","8","8","5","REGULAR","10/04/2024","CONSOLIDADA","PRESENCIAL"
